SEQ,,合計,ドラッグストア,デパート,ブランド専門のインターネット通信販売,大型スーパー,化粧品専門店,インターネット以外の通信販売,その他,ディスカウント系のインターネット通信販売,バラエティショップ,コンビニエンスストア,食品スーパー,ディスカウントショップ（ドンキホーテ等）,ホームセンター
1215,防止効果,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1216,おしゃれカワイイ,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1217,なん,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1218,表面,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1219,ミラー,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1220,美顔,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1221,仕上げ用,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1222,自然つき,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1223,話題,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,'･',1,0,1,0,0,0,0,0,0,0,0,0,0,0
1225,液体状,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1226,透明感薄,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1227,オリーブオイル,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1228,メチルパラベン,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1229,塗りごこち,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1230,伸びがよいうすづきで,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1231,ツルン,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1232,ところ価格,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1233,安目,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1234,継続,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1235,コンシーラファンデーション,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1236,雨,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1237,敏感用,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1238,無鉱物質油,1,1,0,0,0,0,0,0,0,0,0,0,0,0
